Date,Team,TMValue
2013-05-01,FC Famalicão,1.15
2013-05-01,Vitória Guimarães SC,20.8
2013-05-01,Gil Vicente FC,17.7
2013-05-01,FC Paços de Ferreira,23.6
2013-05-01,GD Estoril Praia,22.4
2013-05-01,CD Santa Clara,5.25
2013-05-01,Boavista FC,3.7
2013-05-01,Portimonense SC,6.05
2013-05-01,Rio Ave FC,20.65
2013-05-01,CS Marítimo,32.15
2013-05-01,FC Vizela,32.15
2013-05-01,Casa Pia AC,32.15
2013-05-01,FC Arouca,7.8
2013-05-01,GD Chaves,3.85
2013-05-01,SL Benfica B,17.85
2013-05-01,FC Porto B,10.65
2013-05-01,Moreirense FC,14.98
2013-05-01,Académico Viseu FC,1.05
2013-05-01,SC Farense,2.03
2013-05-01,CD Tondela,3.75
2013-05-01,CD Mafra,3.75
2013-05-01,UD Vilafranquense,3.75
2013-05-01,B SAD,9.85
2013-05-01,FC Penafiel,6.3
2013-05-01,SC União Torreense,1.48
2013-05-01,CD Nacional,27.4
2013-05-01,CD Trofense,5.5
2013-05-01,CD Feirense,9.1
2013-05-01,Leixões SC,6.05
2013-05-01,CF Estrela Amadora SAD,6.05
2013-05-01,SC Covilhã,5.8
2013-05-01,UD Oliveirense,4.05
2013-04-15,SL Benfica,184.45
2013-04-15,FC Porto,191.2
2013-04-15,Sporting CP,117.65
2013-04-15,SC Braga,84.25
2013-04-15,FC Famalicão,1.15
2013-04-15,Vitória Guimarães SC,20.1
2013-04-15,Gil Vicente FC,17.7
2013-04-15,FC Paços de Ferreira,23.6
2013-04-15,GD Estoril Praia,22.8
2013-04-15,CD Santa Clara,5.2
2013-04-15,Boavista FC,3.7
2013-04-15,Portimonense SC,6.05
2013-04-15,Rio Ave FC,23.15
2013-04-15,CS Marítimo,32.15
2013-04-15,FC Vizela,32.15
2013-04-15,Casa Pia AC,32.15
2013-04-15,FC Arouca,7.8
2013-04-15,GD Chaves,3.85
2013-04-15,SL Benfica B,17.85
2013-04-15,FC Porto B,10.65
2013-04-15,Moreirense FC,14.98
2013-04-15,Académico Viseu FC,1.05
2013-04-15,SC Farense,2.03
2013-04-15,CD Tondela,3.75
2013-04-15,CD Mafra,3.75
2013-04-15,UD Vilafranquense,3.75
2013-04-15,B SAD,4.7
2013-04-15,FC Penafiel,6.3
2013-04-15,SC União Torreense,1.48
2013-04-15,CD Nacional,27.4
2013-04-15,CD Trofense,5.5
2013-04-15,CD Feirense,9.1
2013-04-15,Leixões SC,6.05
2013-04-15,CF Estrela Amadora SAD,6.05
2013-04-15,SC Covilhã,5.4
2013-04-15,UD Oliveirense,4.05
2013-04-01,SL Benfica,156.45
2013-04-01,FC Porto,163.75
2013-04-01,Sporting CP,109.35
2013-04-01,SC Braga,73.75
2013-04-01,FC Famalicão,73.75
2013-04-01,Vitória Guimarães SC,15.9
2013-04-01,Gil Vicente FC,16.85
2013-04-01,FC Paços de Ferreira,15.3
2013-04-01,GD Estoril Praia,19.0
2013-04-01,CD Santa Clara,5.2
2013-04-01,Boavista FC,3.7
2013-04-01,Portimonense SC,6.05
2013-04-01,Rio Ave FC,17.85
2013-04-01,CS Marítimo,29.3
2013-04-01,FC Vizela,29.3
2013-04-01,Casa Pia AC,29.3
2013-04-01,FC Arouca,7.8
2013-04-01,GD Chaves,3.85
2013-04-01,SL Benfica B,17.85
2013-04-01,FC Porto B,10.65
2013-04-01,Moreirense FC,11.98
2013-04-01,Académico Viseu FC,1.05
2013-04-01,SC Farense,1.93
2013-04-01,CD Tondela,3.75
2013-04-01,CD Mafra,3.75
2013-04-01,UD Vilafranquense,3.75
2013-04-01,B SAD,4.7
2013-04-01,FC Penafiel,6.3
2013-04-01,SC União Torreense,1.53
2013-04-01,CD Nacional,24.53
2013-04-01,CD Trofense,5.55
2013-04-01,CD Feirense,9.1
2013-04-01,Leixões SC,2.75
2013-04-01,CF Estrela Amadora SAD,2.75
2013-04-01,SC Covilhã,5.4
2013-04-01,UD Oliveirense,4.05
2013-03-15,SL Benfica,156.45
2013-03-15,FC Porto,163.75
2013-03-15,Sporting CP,109.35
2013-03-15,SC Braga,73.75
2013-03-15,FC Famalicão,73.75
2013-03-15,Vitória Guimarães SC,16.45
2013-03-15,Gil Vicente FC,16.45
2013-03-15,FC Paços de Ferreira,15.8
2013-03-15,GD Estoril Praia,19.0
2013-03-15,CD Santa Clara,5.2
2013-03-15,Boavista FC,3.7
2013-03-15,Portimonense SC,6.05
2013-03-15,Rio Ave FC,17.85
2013-03-15,CS Marítimo,29.3
2013-03-15,FC Vizela,29.3
2013-03-15,Casa Pia AC,29.3
2013-03-15,FC Arouca,7.8
2013-03-15,GD Chaves,3.85
2013-03-15,SL Benfica B,17.85
2013-03-15,FC Porto B,10.65
2013-03-15,Moreirense FC,11.98
2013-03-15,Académico Viseu FC,1.05
2013-03-15,SC Farense,1.93
2013-03-15,CD Tondela,3.75
2013-03-15,CD Mafra,3.75
2013-03-15,UD Vilafranquense,3.75
2013-03-15,B SAD,4.7
2013-03-15,FC Penafiel,6.3
2013-03-15,SC União Torreense,1.53
2013-03-15,CD Nacional,24.53
2013-03-15,CD Trofense,5.55
2013-03-15,CD Feirense,9.1
2013-03-15,Leixões SC,2.75
2013-03-15,CF Estrela Amadora SAD,2.75
2013-03-15,SC Covilhã,5.4
2013-03-15,UD Oliveirense,4.05
2013-03-01,SL Benfica,156.45
2013-03-01,FC Porto,164.75
2013-03-01,Sporting CP,109.3
2013-03-01,SC Braga,73.75
2013-03-01,FC Famalicão,73.75
2013-03-01,Vitória Guimarães SC,16.45
2013-03-01,Gil Vicente FC,16.45
2013-03-01,FC Paços de Ferreira,15.8
2013-03-01,GD Estoril Praia,19.0
2013-03-01,CD Santa Clara,5.2
2013-03-01,Boavista FC,3.7
2013-03-01,Portimonense SC,6.05
2013-03-01,Rio Ave FC,17.85
2013-03-01,CS Marítimo,29.3
2013-03-01,FC Vizela,29.3
2013-03-01,Casa Pia AC,29.3
2013-03-01,FC Arouca,7.8
2013-03-01,GD Chaves,3.85
2013-03-01,SL Benfica B,18.85
2013-03-01,FC Porto B,9.45
2013-03-01,Moreirense FC,11.98
2013-03-01,Académico Viseu FC,1.05
2013-03-01,SC Farense,1.93
2013-03-01,CD Tondela,3.75
2013-03-01,CD Mafra,3.75
2013-03-01,UD Vilafranquense,3.75
2013-03-01,B SAD,4.7
2013-03-01,FC Penafiel,6.3
2013-03-01,SC União Torreense,1.53
2013-03-01,CD Nacional,24.53
2013-03-01,CD Trofense,5.55
2013-03-01,CD Feirense,9.1
2013-03-01,Leixões SC,2.75
2013-03-01,CF Estrela Amadora SAD,2.75
2013-03-01,SC Covilhã,5.4
2013-03-01,UD Oliveirense,3.8
2013-02-15,SL Benfica,156.45
2013-02-15,FC Porto,164.75
2013-02-15,Sporting CP,113.6
2013-02-15,SC Braga,73.75
2013-02-15,FC Famalicão,73.75
2013-02-15,Vitória Guimarães SC,16.45
2013-02-15,Gil Vicente FC,16.45
2013-02-15,FC Paços de Ferreira,15.8
2013-02-15,GD Estoril Praia,18.6
2013-02-15,CD Santa Clara,5.2
2013-02-15,Boavista FC,3.7
2013-02-15,Portimonense SC,5.3
2013-02-15,Rio Ave FC,17.85
2013-02-15,CS Marítimo,29.3
2013-02-15,FC Vizela,29.3
2013-02-15,Casa Pia AC,29.3
2013-02-15,FC Arouca,8.1
2013-02-15,GD Chaves,3.85
2013-02-15,SL Benfica B,18.85
2013-02-15,FC Porto B,9.45
2013-02-15,Moreirense FC,11.98
2013-02-15,Académico Viseu FC,1.0
2013-02-15,SC Farense,1.93
2013-02-15,CD Tondela,3.75
2013-02-15,CD Mafra,3.75
2013-02-15,UD Vilafranquense,3.75
2013-02-15,B SAD,5.15
2013-02-15,FC Penafiel,6.65
2013-02-15,SC União Torreense,1.53
2013-02-15,CD Nacional,24.53
2013-02-15,CD Trofense,4.75
2013-02-15,CD Feirense,9.1
2013-02-15,Leixões SC,2.8
2013-02-15,CF Estrela Amadora SAD,2.8
2013-02-15,SC Covilhã,5.4
2013-02-15,UD Oliveirense,3.8
2013-02-01,SL Benfica,157.45
2013-02-01,FC Porto,169.75
2013-02-01,Sporting CP,113.1
2013-02-01,SC Braga,74.25
2013-02-01,FC Famalicão,74.25
2013-02-01,Vitória Guimarães SC,16.45
2013-02-01,Gil Vicente FC,17.1
2013-02-01,FC Paços de Ferreira,16.3
2013-02-01,GD Estoril Praia,18.6
2013-02-01,CD Santa Clara,5.2
2013-02-01,Boavista FC,3.95
2013-02-01,Portimonense SC,5.85
2013-02-01,Rio Ave FC,19.35
2013-02-01,CS Marítimo,29.3
2013-02-01,FC Vizela,29.3
2013-02-01,Casa Pia AC,29.3
2013-02-01,FC Arouca,8.1
2013-02-01,GD Chaves,3.95
2013-02-01,SL Benfica B,16.05
2013-02-01,FC Porto B,9.45
2013-02-01,Moreirense FC,11.68
2013-02-01,Académico Viseu FC,11.68
2013-02-01,SC Farense,1.23
2013-02-01,CD Tondela,3.55
2013-02-01,CD Mafra,3.55
2013-02-01,UD Vilafranquense,3.55
2013-02-01,B SAD,5.0
2013-02-01,FC Penafiel,6.65
2013-02-01,SC União Torreense,1.53
2013-02-01,CD Nacional,26.03
2013-02-01,CD Trofense,4.75
2013-02-01,CD Feirense,9.05
2013-02-01,Leixões SC,2.6
2013-02-01,CF Estrela Amadora SAD,2.6
2013-02-01,SC Covilhã,5.1
2013-02-01,UD Oliveirense,3.8
2013-01-15,SL Benfica,174.15
2013-01-15,FC Porto,180.35
2013-01-15,Sporting CP,123.9
2013-01-15,SC Braga,81.05
2013-01-15,FC Famalicão,81.05
2013-01-15,Vitória Guimarães SC,15.9
2013-01-15,Gil Vicente FC,13.3
2013-01-15,FC Paços de Ferreira,16.6
2013-01-15,GD Estoril Praia,17.9
2013-01-15,CD Santa Clara,5.2
2013-01-15,Boavista FC,3.95
2013-01-15,Portimonense SC,5.85
2013-01-15,Rio Ave FC,21.15
2013-01-15,CS Marítimo,28.9
2013-01-15,FC Vizela,28.9
2013-01-15,Casa Pia AC,28.9
2013-01-15,FC Arouca,8.1
2013-01-15,GD Chaves,3.95
2013-01-15,SL Benfica B,19.15
2013-01-15,FC Porto B,10.45
2013-01-15,Moreirense FC,10.48
2013-01-15,Académico Viseu FC,10.48
2013-01-15,SC Farense,1.23
2013-01-15,CD Tondela,3.55
2013-01-15,CD Mafra,3.55
2013-01-15,UD Vilafranquense,3.55
2013-01-15,B SAD,4.8
2013-01-15,FC Penafiel,6.65
2013-01-15,SC União Torreense,1.63
2013-01-15,CD Nacional,26.18
2013-01-15,CD Trofense,4.75
2013-01-15,CD Feirense,9.0
2013-01-15,Leixões SC,2.6
2013-01-15,CF Estrela Amadora SAD,2.6
2013-01-15,SC Covilhã,5.1
2013-01-15,UD Oliveirense,3.8
2013-01-01,SL Benfica,174.95
2013-01-01,FC Porto,176.95
2013-01-01,Sporting CP,137.4
2013-01-01,SC Braga,80.9
2013-01-01,FC Famalicão,80.9
2013-01-01,Vitória Guimarães SC,18.65
2013-01-01,Gil Vicente FC,12.0
2013-01-01,FC Paços de Ferreira,16.6
2013-01-01,GD Estoril Praia,17.9
2013-01-01,CD Santa Clara,5.2
2013-01-01,Boavista FC,3.95
2013-01-01,Portimonense SC,5.85
2013-01-01,Rio Ave FC,21.35
2013-01-01,CS Marítimo,27.95
2013-01-01,FC Vizela,27.95
2013-01-01,Casa Pia AC,27.95
2013-01-01,FC Arouca,8.1
2013-01-01,GD Chaves,3.95
2013-01-01,SL Benfica B,18.15
2013-01-01,FC Porto B,10.7
2013-01-01,Moreirense FC,10.48
2013-01-01,Académico Viseu FC,10.48
2013-01-01,SC Farense,1.13
2013-01-01,CD Tondela,3.55
2013-01-01,CD Mafra,3.55
2013-01-01,UD Vilafranquense,3.55
2013-01-01,B SAD,4.9
2013-01-01,FC Penafiel,6.05
2013-01-01,SC União Torreense,1.63
2013-01-01,CD Nacional,26.15
2013-01-01,CD Trofense,4.65
2013-01-01,CD Feirense,8.9
2013-01-01,Leixões SC,2.75
2013-01-01,CF Estrela Amadora SAD,2.75
2013-01-01,SC Covilhã,5.1
2013-01-01,UD Oliveirense,3.8
2012-12-15,SL Benfica,174.95
2012-12-15,FC Porto,176.95
2012-12-15,Sporting CP,140.9
2012-12-15,SC Braga,80.9
2012-12-15,FC Famalicão,80.9
2012-12-15,Vitória Guimarães SC,18.65
2012-12-15,Gil Vicente FC,12.0
2012-12-15,FC Paços de Ferreira,16.6
2012-12-15,GD Estoril Praia,17.9
2012-12-15,CD Santa Clara,5.2
2012-12-15,Boavista FC,4.0
2012-12-15,Portimonense SC,5.85
2012-12-15,Rio Ave FC,20.35
2012-12-15,CS Marítimo,27.95
2012-12-15,FC Vizela,27.95
2012-12-15,Casa Pia AC,27.95
2012-12-15,FC Arouca,8.1
2012-12-15,GD Chaves,4.05
2012-12-15,SL Benfica B,18.15
2012-12-15,FC Porto B,11.2
2012-12-15,Moreirense FC,10.48
2012-12-15,Académico Viseu FC,10.48
2012-12-15,SC Farense,1.13
2012-12-15,CD Tondela,3.55
2012-12-15,CD Mafra,3.55
2012-12-15,UD Vilafranquense,3.55
2012-12-15,B SAD,4.9
2012-12-15,FC Penafiel,6.05
2012-12-15,SC União Torreense,1.63
2012-12-15,CD Nacional,26.15
2012-12-15,CD Trofense,4.7
2012-12-15,CD Feirense,9.05
2012-12-15,Leixões SC,3.25
2012-12-15,CF Estrela Amadora SAD,3.25
2012-12-15,SC Covilhã,5.1
2012-12-15,UD Oliveirense,3.8
2012-12-01,SL Benfica,174.95
2012-12-01,FC Porto,176.95
2012-12-01,Sporting CP,142.4
2012-12-01,SC Braga,80.9
2012-12-01,FC Famalicão,80.9
2012-12-01,Vitória Guimarães SC,18.65
2012-12-01,Gil Vicente FC,12.0
2012-12-01,FC Paços de Ferreira,16.6
2012-12-01,GD Estoril Praia,17.9
2012-12-01,CD Santa Clara,5.2
2012-12-01,Boavista FC,4.0
2012-12-01,Portimonense SC,5.85
2012-12-01,Rio Ave FC,20.35
2012-12-01,CS Marítimo,27.95
2012-12-01,FC Vizela,27.95
2012-12-01,Casa Pia AC,27.95
2012-12-01,FC Arouca,8.1
2012-12-01,GD Chaves,4.05
2012-12-01,SL Benfica B,18.15
2012-12-01,FC Porto B,11.2
2012-12-01,Moreirense FC,10.48
2012-12-01,Académico Viseu FC,10.48
2012-12-01,SC Farense,10.48
2012-12-01,CD Tondela,3.55
2012-12-01,CD Mafra,3.55
2012-12-01,UD Vilafranquense,3.55
2012-12-01,B SAD,4.9
2012-12-01,FC Penafiel,6.05
2012-12-01,SC União Torreense,1.63
2012-12-01,CD Nacional,26.15
2012-12-01,CD Trofense,4.7
2012-12-01,CD Feirense,9.05
2012-12-01,Leixões SC,3.25
2012-12-01,CF Estrela Amadora SAD,3.25
2012-12-01,SC Covilhã,5.1
2012-12-01,UD Oliveirense,3.8
2012-11-15,SL Benfica,174.95
2012-11-15,FC Porto,176.95
2012-11-15,Sporting CP,142.4
2012-11-15,SC Braga,80.9
2012-11-15,FC Famalicão,80.9
2012-11-15,Vitória Guimarães SC,18.65
2012-11-15,Gil Vicente FC,12.0
2012-11-15,FC Paços de Ferreira,16.6
2012-11-15,GD Estoril Praia,17.9
2012-11-15,CD Santa Clara,5.2
2012-11-15,Boavista FC,4.0
2012-11-15,Portimonense SC,5.85
2012-11-15,Rio Ave FC,20.35
2012-11-15,CS Marítimo,27.95
2012-11-15,FC Vizela,27.95
2012-11-15,Casa Pia AC,27.95
2012-11-15,FC Arouca,8.1
2012-11-15,GD Chaves,4.05
2012-11-15,SL Benfica B,18.15
2012-11-15,FC Porto B,11.2
2012-11-15,Moreirense FC,10.48
2012-11-15,Académico Viseu FC,10.48
2012-11-15,SC Farense,10.48
2012-11-15,CD Tondela,3.7
2012-11-15,CD Mafra,3.7
2012-11-15,UD Vilafranquense,3.7
2012-11-15,B SAD,4.9
2012-11-15,FC Penafiel,6.05
2012-11-15,SC União Torreense,1.63
2012-11-15,CD Nacional,26.15
2012-11-15,CD Trofense,4.7
2012-11-15,CD Feirense,9.05
2012-11-15,Leixões SC,3.25
2012-11-15,CF Estrela Amadora SAD,3.25
2012-11-15,SC Covilhã,5.1
2012-11-15,UD Oliveirense,3.8
2012-11-01,SL Benfica,170.45
2012-11-01,FC Porto,173.75
2012-11-01,Sporting CP,136.65
2012-11-01,SC Braga,77.9
2012-11-01,FC Famalicão,77.9
2012-11-01,Vitória Guimarães SC,18.65
2012-11-01,Gil Vicente FC,12.0
2012-11-01,FC Paços de Ferreira,16.6
2012-11-01,GD Estoril Praia,17.9
2012-11-01,CD Santa Clara,5.65
2012-11-01,Boavista FC,4.0
2012-11-01,Portimonense SC,5.85
2012-11-01,Rio Ave FC,20.35
2012-11-01,CS Marítimo,27.45
2012-11-01,FC Vizela,27.45
2012-11-01,Casa Pia AC,27.45
2012-11-01,FC Arouca,8.75
2012-11-01,GD Chaves,4.05
2012-11-01,SL Benfica B,9.95
2012-11-01,FC Porto B,4.0
2012-11-01,Moreirense FC,10.48
2012-11-01,Académico Viseu FC,10.48
2012-11-01,SC Farense,10.48
2012-11-01,CD Tondela,3.85
2012-11-01,CD Mafra,3.85
2012-11-01,UD Vilafranquense,3.85
2012-11-01,B SAD,5.45
2012-11-01,FC Penafiel,6.05
2012-11-01,SC União Torreense,1.63
2012-11-01,CD Nacional,26.15
2012-11-01,CD Trofense,1.6
2012-11-01,CD Feirense,9.05
2012-11-01,Leixões SC,3.25
2012-11-01,CF Estrela Amadora SAD,3.25
2012-11-01,SC Covilhã,5.05
2012-11-01,UD Oliveirense,3.8
2012-10-15,SL Benfica,170.45
2012-10-15,FC Porto,173.75
2012-10-15,Sporting CP,136.65
2012-10-15,SC Braga,77.9
2012-10-15,FC Famalicão,77.9
2012-10-15,Vitória Guimarães SC,18.65
2012-10-15,Gil Vicente FC,12.0
2012-10-15,FC Paços de Ferreira,16.6
2012-10-15,GD Estoril Praia,17.9
2012-10-15,CD Santa Clara,5.7
2012-10-15,Boavista FC,4.1
2012-10-15,Portimonense SC,5.9
2012-10-15,Rio Ave FC,20.35
2012-10-15,CS Marítimo,27.7
2012-10-15,FC Vizela,27.7
2012-10-15,Casa Pia AC,27.7
2012-10-15,FC Arouca,8.9
2012-10-15,GD Chaves,4.25
2012-10-15,SL Benfica B,9.95
2012-10-15,FC Porto B,4.0
2012-10-15,Moreirense FC,11.28
2012-10-15,Académico Viseu FC,11.28
2012-10-15,SC Farense,11.28
2012-10-15,CD Tondela,3.8
2012-10-15,CD Mafra,3.8
2012-10-15,UD Vilafranquense,3.8
2012-10-15,B SAD,5.8
2012-10-15,FC Penafiel,6.05
2012-10-15,SC União Torreense,1.63
2012-10-15,CD Nacional,26.35
2012-10-15,CD Trofense,1.6
2012-10-15,CD Feirense,9.15
2012-10-15,Leixões SC,3.05
2012-10-15,CF Estrela Amadora SAD,3.05
2012-10-15,SC Covilhã,5.05
2012-10-15,UD Oliveirense,3.65
2012-10-01,SL Benfica,171.45
2012-10-01,FC Porto,173.75
2012-10-01,Sporting CP,136.65
2012-10-01,SC Braga,77.9
2012-10-01,FC Famalicão,77.9
2012-10-01,Vitória Guimarães SC,18.65
2012-10-01,Gil Vicente FC,12.0
2012-10-01,FC Paços de Ferreira,16.6
2012-10-01,GD Estoril Praia,17.9
2012-10-01,CD Santa Clara,5.7
2012-10-01,Boavista FC,4.1
2012-10-01,Portimonense SC,5.9
2012-10-01,Rio Ave FC,20.35
2012-10-01,CS Marítimo,27.7
2012-10-01,FC Vizela,27.7
2012-10-01,Casa Pia AC,27.7
2012-10-01,FC Arouca,8.9
2012-10-01,GD Chaves,4.25
2012-10-01,SL Benfica B,8.95
2012-10-01,FC Porto B,4.0
2012-10-01,Moreirense FC,11.28
2012-10-01,Académico Viseu FC,11.28
2012-10-01,SC Farense,11.28
2012-10-01,CD Tondela,3.8
2012-10-01,CD Mafra,3.8
2012-10-01,UD Vilafranquense,3.8
2012-10-01,B SAD,5.8
2012-10-01,FC Penafiel,6.05
2012-10-01,SC União Torreense,1.03
2012-10-01,CD Nacional,26.2
2012-10-01,CD Trofense,1.6
2012-10-01,CD Feirense,9.15
2012-10-01,Leixões SC,3.05
2012-10-01,CF Estrela Amadora SAD,3.05
2012-10-01,SC Covilhã,5.05
2012-10-01,UD Oliveirense,3.65
2012-09-15,SL Benfica,173.95
2012-09-15,FC Porto,173.75
2012-09-15,Sporting CP,136.65
2012-09-15,SC Braga,77.9
2012-09-15,FC Famalicão,77.9
2012-09-15,Vitória Guimarães SC,18.65
2012-09-15,Gil Vicente FC,12.1
2012-09-15,FC Paços de Ferreira,16.6
2012-09-15,GD Estoril Praia,17.9
2012-09-15,CD Santa Clara,5.7
2012-09-15,Boavista FC,4.1
2012-09-15,Portimonense SC,5.9
2012-09-15,Rio Ave FC,20.8
2012-09-15,CS Marítimo,27.7
2012-09-15,FC Vizela,27.7
2012-09-15,Casa Pia AC,27.7
2012-09-15,FC Arouca,8.9
2012-09-15,GD Chaves,4.25
2012-09-15,SL Benfica B,6.55
2012-09-15,FC Porto B,4.0
2012-09-15,Moreirense FC,11.28
2012-09-15,Académico Viseu FC,11.28
2012-09-15,SC Farense,11.28
2012-09-15,CD Tondela,3.8
2012-09-15,CD Mafra,3.8
2012-09-15,UD Vilafranquense,3.8
2012-09-15,B SAD,5.8
2012-09-15,FC Penafiel,5.95
2012-09-15,SC União Torreense,1.03
2012-09-15,CD Nacional,26.35
2012-09-15,CD Trofense,1.3
2012-09-15,CD Feirense,9.85
2012-09-15,Leixões SC,3.1
2012-09-15,CF Estrela Amadora SAD,3.1
2012-09-15,SC Covilhã,5.05
2012-09-15,UD Oliveirense,3.65
2012-09-01,SL Benfica,179.45
2012-09-01,FC Porto,212.0
2012-09-01,Sporting CP,136.65
2012-09-01,SC Braga,84.4
2012-09-01,FC Famalicão,84.4
2012-09-01,Vitória Guimarães SC,20.35
2012-09-01,Gil Vicente FC,12.5
2012-09-01,FC Paços de Ferreira,17.3
2012-09-01,GD Estoril Praia,14.9
2012-09-01,CD Santa Clara,5.5
2012-09-01,Boavista FC,3.9
2012-09-01,Portimonense SC,5.9
2012-09-01,Rio Ave FC,22.6
2012-09-01,CS Marítimo,27.7
2012-09-01,FC Vizela,27.7
2012-09-01,Casa Pia AC,27.7
2012-09-01,FC Arouca,8.9
2012-09-01,GD Chaves,4.25
2012-09-01,SL Benfica B,7.55
2012-09-01,FC Porto B,4.0
2012-09-01,Moreirense FC,11.18
2012-09-01,Académico Viseu FC,11.18
2012-09-01,SC Farense,11.18
2012-09-01,CD Tondela,3.85
2012-09-01,CD Mafra,3.85
2012-09-01,UD Vilafranquense,3.85
2012-09-01,B SAD,5.8
2012-09-01,FC Penafiel,5.95
2012-09-01,SC União Torreense,1.03
2012-09-01,CD Nacional,26.9
2012-09-01,CD Trofense,1.35
2012-09-01,CD Feirense,9.65
2012-09-01,Leixões SC,2.95
2012-09-01,CF Estrela Amadora SAD,2.95
2012-09-01,SC Covilhã,5.05
2012-09-01,UD Oliveirense,3.7
2012-08-15,SL Benfica,223.55
2012-08-15,FC Porto,252.2
2012-08-15,Sporting CP,151.85
2012-08-15,SC Braga,84.9
2012-08-15,FC Famalicão,84.9
2012-08-15,Vitória Guimarães SC,18.5
2012-08-15,Gil Vicente FC,12.55
2012-08-15,FC Paços de Ferreira,17.4
2012-08-15,GD Estoril Praia,15.4
2012-08-15,CD Santa Clara,5.75
2012-08-15,Boavista FC,3.4
2012-08-15,Portimonense SC,5.8
2012-08-15,Rio Ave FC,21.2
2012-08-15,CS Marítimo,27.7
2012-08-15,FC Vizela,27.7
2012-08-15,Casa Pia AC,27.7
2012-08-15,FC Arouca,9.35
2012-08-15,GD Chaves,4.0
2012-08-15,SL Benfica B,7.3
2012-08-15,FC Porto B,4.0
2012-08-15,Moreirense FC,11.53
2012-08-15,Académico Viseu FC,11.53
2012-08-15,SC Farense,11.53
2012-08-15,CD Tondela,3.85
2012-08-15,CD Mafra,1.75
2012-08-15,UD Vilafranquense,1.75
2012-08-15,B SAD,6.15
2012-08-15,FC Penafiel,5.95
2012-08-15,SC União Torreense,1.03
2012-08-15,CD Nacional,23.35
2012-08-15,CD Trofense,1.6
2012-08-15,CD Feirense,10.65
2012-08-15,Leixões SC,3.75
2012-08-15,CF Estrela Amadora SAD,3.75
2012-08-15,SC Covilhã,5.05
2012-08-15,UD Oliveirense,4.45
2012-08-01,SL Benfica,223.65
2012-08-01,FC Porto,249.2
2012-08-01,Sporting CP,153.75
2012-08-01,SC Braga,85.75
2012-08-01,FC Famalicão,85.75
2012-08-01,Vitória Guimarães SC,17.95
2012-08-01,Gil Vicente FC,10.45
2012-08-01,FC Paços de Ferreira,18.0
2012-08-01,GD Estoril Praia,14.7
2012-08-01,CD Santa Clara,5.8
2012-08-01,Boavista FC,3.45
2012-08-01,Portimonense SC,5.4
2012-08-01,Rio Ave FC,18.85
2012-08-01,CS Marítimo,28.65
2012-08-01,FC Vizela,28.65
2012-08-01,Casa Pia AC,28.65
2012-08-01,FC Arouca,9.4
2012-08-01,GD Chaves,3.45
2012-08-01,SL Benfica B,7.15
2012-08-01,FC Porto B,4.0
2012-08-01,Moreirense FC,11.05
2012-08-01,Académico Viseu FC,11.05
2012-08-01,SC Farense,11.05
2012-08-01,CD Tondela,3.2
2012-08-01,CD Mafra,1.75
2012-08-01,UD Vilafranquense,1.75
2012-08-01,B SAD,6.15
2012-08-01,FC Penafiel,5.95
2012-08-01,SC União Torreense,5.95
2012-08-01,CD Nacional,26.7
2012-08-01,CD Trofense,2.35
2012-08-01,CD Feirense,11.2
2012-08-01,Leixões SC,4.4
2012-08-01,CF Estrela Amadora SAD,4.4
2012-08-01,SC Covilhã,5.05
2012-08-01,UD Oliveirense,4.2
2012-07-15,SL Benfica,211.6
2012-07-15,FC Porto,238.75
2012-07-15,Sporting CP,141.95
2012-07-15,SC Braga,80.4
2012-07-15,FC Famalicão,80.4
2012-07-15,Vitória Guimarães SC,23.85
2012-07-15,Gil Vicente FC,11.45
2012-07-15,FC Paços de Ferreira,18.7
2012-07-15,GD Estoril Praia,14.4
2012-07-15,CD Santa Clara,5.6
2012-07-15,Boavista FC,3.45
2012-07-15,Portimonense SC,4.5
2012-07-15,Rio Ave FC,16.45
2012-07-15,CS Marítimo,27.2
2012-07-15,FC Vizela,27.2
2012-07-15,Casa Pia AC,27.2
2012-07-15,FC Arouca,5.9
2012-07-15,GD Chaves,3.6
2012-07-15,SL Benfica B,5.1
2012-07-15,FC Porto B,3.0
2012-07-15,Moreirense FC,11.2
2012-07-15,Académico Viseu FC,11.2
2012-07-15,SC Farense,11.2
2012-07-15,CD Tondela,2.05
2012-07-15,CD Mafra,1.65
2012-07-15,UD Vilafranquense,1.65
2012-07-15,B SAD,6.3
2012-07-15,FC Penafiel,4.95
2012-07-15,SC União Torreense,1.03
2012-07-15,CD Nacional,28.1
2012-07-15,CD Trofense,4.15
2012-07-15,CD Feirense,11.9
2012-07-15,Leixões SC,4.9
2012-07-15,CF Estrela Amadora SAD,4.9
2012-07-15,SC Covilhã,3.45
2012-07-15,UD Oliveirense,4.45
2012-07-01,SL Benfica,163.8
2012-07-01,FC Porto,210.1
2012-07-01,Sporting CP,136.1
2012-07-01,SC Braga,67.8
2012-07-01,FC Famalicão,67.8
2012-07-01,Vitória Guimarães SC,27.3
2012-07-01,Gil Vicente FC,16.15
2012-07-01,FC Paços de Ferreira,14.55
2012-07-01,GD Estoril Praia,15.3
2012-07-01,CD Santa Clara,6.6
2012-07-01,Boavista FC,3.45
2012-07-01,Portimonense SC,6.0
2012-07-01,Rio Ave FC,24.0
2012-07-01,CS Marítimo,18.2
2012-07-01,FC Vizela,1.4
